symbol,name,indus_code,indus_name,exc,m_stholder,m_employee,r_tcbsrating,year,m_cap,m_share,r_pb,r_pe,r_eps,r_bvps,p_roe,p_div
TTD,Công ty Cổ phần Bệnh viện Tim Tâm Đức,4500,Y tế,UPCOM,268,526,3.1,2024,1091750400000,15552000,3.3683792077,13.5149985137,5419.280646412037,20840.883900463,0.2689391676,0.047008547
TDM,Công ty Cổ phần Nước Thủ Dầu Một,7500,"Điện, nước & xăng dầu khí đốt",HOSE,789,24,2.6,2024,6039000020588,110000000,2.3981281336,31.0988138175,1858.2533154,22892.8551529016,0.0897539403,0.0255009107
NTH,Công ty Cổ phần Thủy điện Nước Trong,7500,"Điện, nước & xăng dầu khí đốt",HNX,152,36,3.3,2024,599513941500,10802053,3.2130901555,12.3053458919,4747.61566111553,17273.0914212326,0.2814881404,0.0810810811
TDP,Công ty Cổ phần Thuận Đức,2700,Hàng & Dịch vụ Công nghiệp,HOSE,453,1139,2.2,2024,2911334250000,88222250,2.8545191694,30.9988320684,1064.5562364142831,11560.6160063476,0.1001266695,0
TDS,Công ty Cổ phần Thép Thủ Đức - VNSTEEL,1700,Tài nguyên Cơ bản,UPCOM,511,386,-1,2024,102204285480,12225393,0.4805574359,464.6679297588,42.53043120985968,17396.4637230067,0.0020294145,0.0
TDT,Công ty Cổ phần Đầu tư và Phát triển TDT,3700,Hàng cá nhân & Gia dụng,HNX,1850,1740,-1,2024,164886084600,23896534,0.5896874652,11.1449056458,619.1169507678394,11701.1135682689,0.0543228725,0.0
CET,Công ty Cổ phần HTC Holding,3700,Hàng cá nhân & Gia dụng,HNX,456,6,-1,2024,26620000000,6050000,0.3948361693,408.8364139382,10.762250743801653,11143.8625499174,0.0009662224,0
TED,Tổng Công ty Tư vấn Thiết kế Giao thông Vận tải - CTCP,2300,Xây dựng và Vật liệu,UPCOM,204,1055,2.6,2024,637500000000.0,12500000.0,2.4050899595,10.0300382727,5084.72636032,21205.02802712,0.2465662718,0.0
TDW,Công ty Cổ phần Cấp nước Thủ Đức,7500,"Điện, nước & xăng dầu khí đốt",HOSE,192,449,2.7,2024,510000000000,8500000,2.1038847926,13.391806717,6597.998460823529,28518.6718444706,0.2363453452,0.0233333333
TEG,Công ty Cổ phần Năng Lượng và Bất động sản Trường Thành,8600,Bất động sản,HOSE,1897,66,2.1,2024,628194122400,120806562,0.4742912373,126.6304925602,41.064358945998315,10963.7277505671,0.0045975975,0
TEL,Công ty Cổ phần Phát triển Công trình Viễn thông,2300,Xây dựng và Vật liệu,UPCOM,264,42,-1,2024,60500000000,5000000,2.3964740791,96.5083668479,125.3777304,5049.0844468,0.0251336749,0
TET,Công ty Cổ phần Vải sợi May mặc Miền Bắc,3700,Hàng cá nhân & Gia dụng,HNX,0,70,-1,2024,154549674000,5702940,1.3436267575,34.9127311534,862.467934083122,20169.291694284,0.0426555687,0.0295202952
TFC,Công ty Cổ phần Trang,3500,Thực phẩm và đồ uống,HNX,312,455,3.3,2024,1327886526600,16829994,3.4216541177,8.2218659703,9596.361736552015,23059.0227083266,0.5071054152,0.0
TGG,Công ty Cổ phần The Golden Group,2300,Xây dựng và Vật liệu,UPCOM,0,15,2.6,2024,62789977000,27299990,0.6199380868,-4.6112744194,-498.77751588919995,3710.0479044864,-0.1324947412,0
TGP,Công ty Cổ phần Trường Phú,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,429,73,-1,2024,72531165000,11698575,0.4688202913,5.1126782781,1212.671649324811,13224.6835609465,0.0961038382,0.0
TH1,Công ty Cổ phần Xuất nhập khẩu Tổng hợp I Việt Nam,5300,Bán lẻ,UPCOM,0,36,-1,2024,56864921400,13539267,1.7033183008,2.2785714494,1843.2601712485616,2465.7751859831,1.1767192246,0
TNV,Công ty Cổ phần Thống Nhất Hà Nội,3700,Hàng cá nhân & Gia dụng,UPCOM,45,166,2.2,2024,220670700000.0,23700000.0,1.0168929732,51.1826384306,181.91715561181434,9156.3224896203,0.019867928,0
MTB,Công ty Cổ phần Môi trường và Công trình đô thị tỉnh Thái Bình,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,364,363,-1,2024,61526935652.0,6278259.0,1.2874648915,-4.0835962929,-2399.845354739268,7611.8580509474,-0.2707723474,0.0
TLP,Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ - CTCP,7500,"Điện, nước & xăng dầu khí đốt",UPCOM,546,470,2.3,2024,1466920000000,236600000,0.5913528374,22.4870184211,306.86544683854606,10484.4343470668,0.0291400621,0.0
THN,Công ty Cổ phần Cấp nước Thanh Hóa,7500,"Điện, nước & xăng dầu khí đốt",UPCOM,677,868,-1,2024,168276596100,32995411,0.3938889796,2.7077187264,1883.5043501049283,12947.810840756,0.1492620749,0.0
THW,Công ty Cổ phần Cấp nước Tân Hòa,7500,"Điện, nước & xăng dầu khí đốt",UPCOM,239,304,-1,2024,65000000000.0,5000000.0,1.0540004247,6.8100235783,1908.9508062,12333.9608746,0.1567577316,0.0
THB,Công ty Cổ phần Bia Hà Nội - Thanh Hóa,3500,Thực phẩm và đồ uống,HNX,518,460,-1,2024,148519410000,11424570,1.0090463075,47.2218381202,333.63170027405846,12883.4523281839,0.0257197132,0.0
BTB,Công ty Cổ phần Bia Hà Nội - Thái Bình,3500,Thực phẩm và đồ uống,UPCOM,363,124,-1,2024,37687007400,7691226,0.3296399274,1246.3573611795,3.931456701441357,14864.7041608191,0.0002639404,0
THD,Công ty Cổ phần Thaiholdings,8600,Bất động sản,HNX,451,32,2.1,2024,10895499207600.0,384999972.0,2.5258639862,129.4072033776,218.68952625014737,11204.0870586972,0.0176661253,0
DTH,Công ty Cổ phần Dược - Vật tư Y tế Thanh Hóa,4500,Y tế,UPCOM,370,752,-1,2024,97130982000.0,7471614.0,0.7646910526,30.2102934466,430.3169058251671,17000.3296829842,0.0253313955,0.0
THG,Công ty Cổ phần Đầu tư và Xây dựng Tiền Giang,2300,Xây dựng và Vật liệu,HOSE,1351,684,2.8,2024,1398267709300,25941887,1.94259669,10.717250324,5466.60334978716,27746.3666425268,0.2029492783,0.0371057514
TTH,Công ty Cổ phần Thương mại và Dịch vụ Tiến Thành,1700,Tài nguyên Cơ bản,HNX,4481,6,-1,2024,97174599600,37374846,0.236970119,-6.0606004679,-429.00039588122985,10971.8474688565,-0.038346926,0.0
TQN,Công ty Cổ phần Thông Quảng Ninh,1700,Tài nguyên Cơ bản,UPCOM,147,302,-1,2024,59400000000,3600000,0.258365947,2.8670535154,5755.037327222222,63862.9052738889,0.0930797852,0.1801212121
TJC,Công ty Cổ phần Dịch vụ Vận tải và Thương mại,2700,Hàng & Dịch vụ Công nghiệp,HNX,300,11,-1,2024,172000000000,8600000,0.9785684805,79.825202966,250.54743686046513,20438.0177773256,0.012067164,0.0
THS,Công ty Cổ phần Thanh Hoa Sông Đà,5300,Bán lẻ,HNX,240,42,-1,2024,44700000000,3000000,1.1371203587,41.0577920866,362.90309933333333,13103.274324,0.0273232903,0.0536912752
THT,Công ty Cổ phần Than Hà Tu - Vinacomin,1700,Tài nguyên Cơ bản,HNX,1981,1884,2.3,2024,216207657600,24569052,0.5865810829,20.4302697869,912.5514217235569,15002.1885413405,0.0580955081,0.0340909091
THU,Công ty Cổ phần Môi trường và Công trình đô thị Thanh Hóa,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,326,883,-1,2024,38254364000,3297790,1.064944614,18.8443280239,892.5852552770189,10892.585255277,0.0839574617,0.0
TAN,Công ty Cổ phần Cà phê Thuận An,3500,Thực phẩm và đồ uống,UPCOM,146,68,-1,2024,57770102000,1613690,2.5988236779,11.4349891973,3130.7419169729005,13775.4632240393,0.2555318275,0.0
MBS,Công ty Cổ phần Chứng khoán MB,8700,Dịch vụ tài chính,HNX,16330,636,2.5,2024,15637794381300,572812981,2.2635458388,22.373806415,1298.073101044126,12060.7232827568,0.1244780437,0.0
TIE,Công ty Cổ phần TIE,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,492,4,-1,2024,37322610000,9569900,0.4884345594,-1.6451535243,-2370.599425699328,7984.6929843572,-0.2585170462,0.0
TMX,Công ty Cổ phần VICEM Thương mại Xi măng,2300,Xây dựng và Vật liệu,HNX,365,84,-1,2024,62400000000,6000000,0.696828665,52.7931066619,213.7315825,14924.7591593333,0.0140793628,0.0
TID,Công ty Cổ phần Tổng Công ty Tín Nghĩa,8600,Bất động sản,UPCOM,889,1117,2.5,2024,4897600000000,200000000,2.107030166,15.7738059986,1552.4471394,11622.04528227,0.1359259672,0.0
TIP,Công ty Cổ phần Phát triển Khu công nghiệp Tín Nghĩa,8600,Bất động sản,HOSE,2116,45,2.9,2024,1202645354500,65007857,0.6779834054,6.5899591669,2807.301157935417,27286.8035606065,0.1049149731,0.0702702703
TNG,Công ty Cổ phần Đầu tư và Thương mại TNG,3700,Hàng cá nhân & Gia dụng,HNX,14441,19052,2.3,2024,2084220502000,122601206,1.1013511234,8.3121696524,2567.872033526326,15435.5860170413,0.1741953676,0.1176470588
DTG,Công ty Cổ phần Dược phẩm Tipharco,4500,Y tế,HNX,335,275,-1,2024,148675799400,8352573,0.7990828074,6.425793758,2770.085793323806,22275.538699991,0.1326979143,0.0
TIS,Công ty Cổ phần Gang thép Thái Nguyên,1700,Tài nguyên Cơ bản,UPCOM,3259,3448,1.9,2024,1051744000000,184000000,0.6747929444,-125.439574831,-45.56775648913043,8470.7465419565,-0.0051659901,0
TIX,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,8600,Bất động sản,HOSE,321,106,3.0,2024,1170000000000,30000000,1.4045662021,10.9586513304,3558.8320883666665,27766.5801305,0.128303345,0.0769230769
TKC,Công ty Cổ phần Xây dựng và Kinh doanh Địa ốc Tân Kỷ,2300,Xây dựng và Vật liệu,UPCOM,722,100,-1,2022,18809654400,15674712,0.0,-0.0294973913,-40681.563641105495,0.0,4.2394463091,0.0
GDA,Công ty Cổ phần Tôn Đông Á,1700,Tài nguyên Cơ bản,UPCOM,269,1464,2.3,2024,2169619294670.0,114691510.0,0.568997781,6.3465515156,2980.673827897113,33246.1753470331,0.0920189492,0.0528625046
TKG,Công ty Cổ phần Sản xuất và Thương mại Tùng Khánh,1700,Tài nguyên Cơ bản,UPCOM,152,33,-1,2022,51785558400,6315312,0.7933777384,27.911590187,293.7847662949986,10335.5559441877,0.0288344752,0
TKU,Công ty Cổ phần Công nghiệp Tung Kuang,1700,Tài nguyên Cơ bản,HNX,59,360,2.4,2024,698532830200,46881398,1.2802661579,13.9737503088,1122.4052369556046,11638.2050001154,0.1013275251,0.0
TLT,Công ty Cổ phần Viglacera Thăng Long,2300,Xây dựng và Vật liệu,UPCOM,389,316,-1,2024,106244960000,6989800,1.1442852402,8.932835566,1791.1445791009758,13283.4012589774,0.1414358156,0.0
TOP,Công ty Cổ phần Phân phối Top One,5300,Bán lẻ,UPCOM,548,7,-1,2024,25350000000,25350000,0.1560347747,154.0897170631,6.489725719921105,6408.8277867456,0.0010126229,0.0
TOT,Công ty Cổ phần Transimex Logistics,2700,Hàng & Dịch vụ Công nghiệp,HNX,240,275,-1,2024,160216450800,9207842,1.1842084041,6.9283975785,2511.4032217320846,14693.3596658153,0.2048669225,0.0
TL4,Tổng Công ty Xây dựng Thủy lợi 4 - Công ty Cổ phần,2300,Xây dựng và Vật liệu,UPCOM,0,70,-1,2024,120062535000,16008338,0.6882636272,62.2408019011,120.49973282673066,10896.9872936841,0.0112495769,0.0
BCF,Công ty Cổ phần Thực phẩm Bích Chi,3500,Thực phẩm và đồ uống,HNX,314,822,2.6,2024,1321991307000,33897213,3.3435729434,12.8037196502,3045.989842439259,11664.1690370238,0.2757125995,0.0461538462
TPC,Công ty Cổ phần Nhựa Tân Đại Hưng,1300,Hóa chất,HOSE,670,419,2.6,2024,276065734800,24430596,0.92310464,23.1914121791,487.2493280147566,12241.2991018312,0.0406119811,0.0
TPH,Công ty Cổ phần In Sách giáo khoa tại Thành phố Hà Nội,5500,Truyền thông,HNX,0,74,-1,2024,28295797500,2095985,1.1230736194,20.3525483206,663.3076009608848,12020.5833057011,0.0549164325,0.0444444444
TLD,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,8600,Bất động sản,HOSE,5047,254,2.8,2024,522421912320,77741356,0.6486997774,37.0319307175,181.46501869609787,10359.1834532832,0.0176715312,0.0
TLG,Công ty Cổ phần Tập đoàn Thiên Long,3700,Hàng cá nhân & Gia dụng,HOSE,2345,2977,2.9,2024,4115190170000,86453575,1.7526099796,9.9041650216,5340.065389395407,27159.4938717687,0.2078803073,0.0525210084
TTL,Tổng Công ty Thăng Long - Công ty Cổ phần,2300,Xây dựng và Vật liệu,HNX,326,332,2.7,2024,326882400000,41908000,0.6019287316,-41.7564484607,-186.79749565715377,12958.3447187649,-0.0143149777,0.0
TPP,Công ty Cổ phần Tân Phú Việt Nam,2700,Hàng & Dịch vụ Công nghiệp,HNX,463,1609,2.4,2024,436500000000,45000000,0.7856994018,10.4942301972,924.3174408888889,12345.6884116222,0.0777813886,0.0
TLH,Công ty Cổ phần Tập đoàn Thép Tiến Lên,1700,Tài nguyên Cơ bản,HOSE,11975,218,2.2,2024,635731296220,112320017,0.5114430268,-1.0849824303,-5216.674336552139,11066.7263084371,-0.3808751995,0.0
THP,Công ty Cổ phần Thủy sản và Thương mại Thuận Phước,3500,Thực phẩm và đồ uống,UPCOM,425,2419,-1,2024,181533954000,21611185,0.5102866421,13.5939810037,761.36477356517,16461.3362494005,0.0463529792,0.0476190476
TLI,Công ty Cổ phần May Quốc tế Thắng Lợi,3700,Hàng cá nhân & Gia dụng,UPCOM,356,217,-1,2024,12900000000,3000000,0.4348796718,-13.1763362451,-326.342613,9887.792598,-0.0324687877,0.0
TCD,Công ty cổ phần Tập đoàn Xây dựng Tracodi,2300,Xây dựng và Vật liệu,HOSE,9431,479,2.5,2024,785820299940,335820641,0.2097262234,11.0492624698,211.77884102127004,11157.4030277877,0.0192167444,0.0
TMC,Công ty Cổ phần Thương mại Xuất nhập khẩu Thủ Đức,7500,"Điện, nước & xăng dầu khí đốt",HNX,0,264,-1,2024,102920000000,12400000,0.5307617077,13.7841856933,808.411692016129,15637.9028092742,0.0516497236,0.0602409639
TMP,Công ty Cổ phần Thủy điện Thác Mơ,7500,"Điện, nước & xăng dầu khí đốt",HOSE,921,157,2.7,2024,4634000000000,70000000,3.0855421734,13.2266063178,5005.063159,21454.9003966714,0.2297948073,0.0271903323
TRC,Công ty Cổ phần Cao su Tây Ninh,1300,Hóa chất,HOSE,708,2490,3.1,2024,1986000000000,30000000,1.0581950768,8.9748595723,7376.1599796,62559.3536111333,0.1254629927,0.0
TMS,Công ty Cổ phần Transimex,2700,Hàng & Dịch vụ Công nghiệp,HOSE,1660,1265,2.3,2024,7112614068000,169347954,1.7692578267,35.1104417133,1196.2253378331338,23738.7673893421,0.0511015055,0.0
TMT,Công ty Cổ phần Ô tô TMT,3300,Ô tô và phụ tùng,HOSE,856,449,2.3,2024,451180928000,37287680,4.0158772038,-1.3873870186,-8721.430889505595,3013.0403361378,-1.1881659628,0.0
TMW,Công ty Cổ phần Tổng hợp Gỗ Tân Mai,1700,Tài nguyên Cơ bản,UPCOM,0,73,-1,2024,130545800000,4662350,1.041578902,3.1959864144,8760.988430298026,26882.264941285,0.380883217,0.0357142857
TAR,Công ty Cổ phần Nông nghiệp Công nghệ cao Trung An,3500,Thực phẩm và đồ uống,UPCOM,11250,128,2.1,2024,321111085700,78319777,0.2940110567,-5.5489209442,-738.8823955538076,13945.0537878702,-0.051617776,0
TN1,Công ty Cổ phần Rox Key Holdings,8600,Bất động sản,HOSE,626,1839,2.5,2024,622808767200,54632348,0.6834606319,12.2376169118,931.5539195386586,16679.8195356165,0.0566593278,0.0
TNA,Công ty Cổ phần Thương mại Xuất nhập khẩu Thiên Nam,1700,Tài nguyên Cơ bản,UPCOM,2298,138,2.7,2024,183432176800,49576264,0.3620855385,-2.9986301459,-1233.8967528493072,10218.5798845996,-0.111900244,0.0
TSB,Công ty Cổ phần Ắc quy Tia Sáng,2700,Hàng & Dịch vụ Công nghiệp,HNX,295,153,-1,2024,226648128000,6745480,2.8187277127,46.2361212749,773.076349051513,11920.2716346353,0.0652765251,0.0208333333
TSD,Công ty Cổ phần Du lịch Trường Sơn Coecco,5700,Du lịch và Giải trí,UPCOM,109,46,-1,2024,7672600000,1300000,2.4116655361,3.3324541835,1771.06711,2447.2713615385,1.2454864885,0
TNB,Công ty Cổ phần Thép Nhà Bè - VNSTEEL,1700,Tài nguyên Cơ bản,UPCOM,346,169,-1,2024,146349000000,14490000,0.804675946,90.0881634646,133.5064624568668,12551.6365321601,0.0106855812,0.0
TTA,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Trường Thành,7500,"Điện, nước & xăng dầu khí đốt",HOSE,5772,136,2.9,2024,1828119124750,170057593,0.8391351165,8.3199708008,1361.5725345001208,12810.8093537817,0.1113156435,0
STH,Công ty Cổ phần Phát hành sách Thái Nguyên,5500,Truyền thông,UPCOM,581,43,-1,2024,260754000000,19500000,1.3091284986,203.7347207232,65.6343697948718,10214.4289230769,0.0064463635,0.0
TTB,Công ty Cổ phần TTBGROUP,2300,Xây dựng và Vật liệu,UPCOM,5661,41,1.9,2024,182717249400,101509583,0.1738911638,3246.1611310484,0.5545011252779947,10351.302279303,5.35697e-05,0.0
TNC,Công ty Cổ phần Cao su Thống Nhất,1300,Hóa chất,HOSE,566,287,2.5,2024,611187500000,19250000,1.7961858465,15.1248258211,2099.197728,17676.3446067013,0.1201228359,0.0
BAX,Công ty Cổ phần Thống Nhất,2300,Xây dựng và Vật liệu,HNX,278,43,2.9,2024,284540000000,8200000,1.3521379597,11.9982833772,3241.3095379268293,25663.0617839024,0.1262369013,0.0720461095
TTC,Công ty Cổ phần Gạch men Thanh Thanh,2300,Xây dựng và Vật liệu,HNX,0,282,-1,2024,50335723200,5992348,0.43268274,19.7734103672,508.25265688841836,19413.7626085801,0.0257912893,0.0
TNS,Công ty Cổ phần Thép tấm lá Thống Nhất,1700,Tài nguyên Cơ bản,UPCOM,1216,95,-1,2024,84000000000,20000000,1.065361896,1.6978621624,2473.6990393,3942.3223373,0.9022561234,0
TTT,Công ty Cổ phần Du Lịch - Thương Mại Tây Ninh,5700,Du lịch và Giải trí,HNX,130,91,-1,2024,139848426000,4570210,0.4979969786,6.6650795741,4591.092973408224,61446.1559289398,0.0762778211,0.0
TNI,Công ty Cổ phần Tập đoàn Thành Nam,1700,Tài nguyên Cơ bản,HOSE,1329,31,-1,2024,110775000000,52500000,0.2228269639,-3.9922083201,-528.5295332380953,9469.2310239619,-0.0542778566,0.0
TTF,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,1700,Tài nguyên Cơ bản,HOSE,21204,2190,2.0,2024,1048555670100,411198302,2.8300475513,170.0033448186,14.999704874754078,901.0449307911,0.0163150884,0
HUB,Công ty Cổ phần Xây lắp Thừa Thiên Huế,2300,Xây dựng và Vật liệu,HOSE,1205,396,3.0,2024,424719757550,26298437,0.7400109185,7.9212911947,2580.686630692159,21824.0023185028,0.1205978486,0.0
TRT,Công ty Cổ phần RedstarCera,2300,Xây dựng và Vật liệu,UPCOM,138,479,-1,2024,121000000000.0,11000000.0,0.9305604599,25.7885079594,426.5465849090909,11820.8332229091,0.0367473084,0.0
TNM,Công ty Cổ phần Xuất nhập khẩu và Xây dựng Công trình,2300,Xây dựng và Vật liệu,UPCOM,0,1,-1,2016,12160000000,3800000,0.2490954209,1.4739403969,2171.0511542105264,12846.4826384211,0.1836990115,0.0
TTZ,Công ty Cổ phần Đầu tư Xây dựng và Công nghệ Tiến Trung,2300,Xây dựng và Vật liệu,UPCOM,1173,7,-1,2023,13626799200,7570444,0.2065563869,-12.9719453431,-138.7609916934859,8714.3274884538,-0.0158541597,0.0
TNP,Công ty Cổ phần Cảng Thị Nại,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,124,219,-1,2024,194774300000,7100000,2.0834899026,18.9578881612,1491.8034677464789,13166.8504683099,0.1088252797,0.0
TNT,Công ty Cổ phần Tập đoàn TNT,1700,Tài nguyên Cơ bản,HOSE,1842,15,2.6,2024,234600000000,51000000,0.409353376,645.3061261708,7.1283997058823525,11237.2347939608,0.0006333641,0
TV1,Công ty Cổ phần Tư vấn Xây dựng Điện 1,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,1528,580,3.0,2024,655885781787,26691319,1.6630808692,7.4960638707,3278.1204140941854,14775.589362444,0.2315039204,0.0
TV2,Công ty Cổ phần Tư vấn Xây dựng Điện 2,2700,Hàng & Dịch vụ Công nghiệp,HOSE,5275,1213,2.8,2024,2586252119500,67526165,1.9758066104,39.9912770911,957.7088501768167,19384.4882376039,0.0489419292,0.0
TV4,Công ty Cổ phần Tư vấn Xây dựng Điện 4,2700,Hàng & Dịch vụ Công nghiệp,HNX,485,431,3.0,2024,283798028800,19846016,1.0719955213,11.5610381332,1546.1414524204756,13339.607970184,0.1171805579,0.0
TVA,Công ty cổ phần Sứ Viglacera Thanh Trì,2300,Xây dựng và Vật liệu,UPCOM,339,242,-1,2024,85050000000,6300000,0.9452151876,-52.1488274141,-258.8744688888889,14282.4620007937,-0.0179289098,0.0
TVD,Công ty Cổ phần Than Vàng Danh - Vinacomin,1700,Tài nguyên Cơ bản,HNX,0,5763,2.6,2024,499087790400,44962864,0.7363533017,15.0654953861,2120.1690172360904,15074.2856370982,0.1376322549,0.0
TCJ,Công ty Cổ phần Tô Châu,3500,Thực phẩm và đồ uống,UPCOM,124,16,-1,2024,45000000000,10000000,0.0,-9.9854349605,-450.6563828,0.0,0.1249033765,0
TXM,Công ty Cổ phần VICEM Thạch cao Xi Măng,2300,Xây dựng và Vật liệu,HNX,1116,41,-1,2024,34300000000,7000000,0.3114842007,-45.4680294428,-107.76803085714286,15731.1349634286,-0.0068272348,0.0
TYA,Công ty Cổ phần Dây và Cáp điện Taya Việt Nam,2700,Hàng & Dịch vụ Công nghiệp,HOSE,0,336,2.7,2024,466487164968,30689945,0.848753074,6.0134279647,2527.676413659262,17908.6243877668,0.1507247578,0.0
TPB,Ngân hàng Thương mại Cổ phần Tiên Phong,8300,Ngân hàng,HOSE,28380,7890,2.7,2024,35534310890000,2641956200,0.9452029889,5.8573355324,2298.158463035837,14229.7476392682,0.1726431517,0.0743494424
UCT,Công ty Cổ phần Đô thị Cần Thơ,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,165,403,-1,2024,46111650000,5424900,1.5555577674,-4.4853463936,-1895.0598803664584,5464.2779446626,-0.2948753206,0
UDJ,Công ty Cổ phần Phát triển Đô thị,2300,Xây dựng và Vật liệu,UPCOM,837,14,2.9,2024,121885500000,16500000,0.5270139254,18.9311693506,410.74005145454544,14016.7074225455,0.0290342233,0.0
UEM,Công ty Cổ phần Cơ điện Uông Bí - Vinacomin,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,171,178,-1,2024,38521980000,2438100,1.4605053329,23.4251892244,674.4876145359091,10818.1734387433,0.0604812852,0.0316455696
TRA,Công ty Cổ phần Traphaco,4500,Y tế,HOSE,1179,1670,2.8,2024,3017827394400,41453673,2.126688395,14.0288619234,5765.891013131695,34231.6251743241,0.1708058735,0.0274725275
FCC,Công ty Cổ phần Liên hợp Thực phẩm,8600,Bất động sản,UPCOM,126,43,-1,2024,59970400000,5997040,4.5383895958,14.4644548193,691.3499419713726,2203.4247587143,0.3721437335,0.0
TR1,Công ty Cổ phần Vận Tải 1 Traco,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,0,100,-1,2024,85604013600,4592490,0.7608138504,7.0878857426,3065.332831644707,24500.0797377893,0.1284359962,0.0965665236
UIC,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị IDICO,7500,"Điện, nước & xăng dầu khí đốt",HOSE,597,99,2.7,2024,305200000000,8000000,0.6585872507,5.3682933101,7178.3248995,57927.0247955,0.131957703,0.0
UNI,Công ty Cổ phần Đầu tư và Phát triển Sao Mai Việt,9500,Công nghệ Thông tin,HNX,0,2,2.3,2024,114008713600,15617632,0.6946460004,84985.9326232332,0.08589656869876304,10508.9498763961,8.1737e-06,0
UPC,Công ty Cổ phần Phát triển Công viên Cây xanh và Đô thị Vũng Tàu,7500,"Điện, nước & xăng dầu khí đốt",UPCOM,0,631,-1,2024,44200000000.0,3400000.0,0.7075590308,7.8473312124,1925.447298235294,18373.0253358824,0.1024804721,0.0
TRS,Công ty Cổ phần Vận tải và Dịch vụ Hàng Hải,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,151,230,-1,2024,208762149200,6544268,0.7900737315,5.8342755679,5467.688255126471,40375.9785027141,0.1436671223,0.0
VIH,Công ty Cổ phần Viglacera Hà Nội,2300,Xây dựng và Vật liệu,UPCOM,370,360,-1,2024,84560000000,5600000,1.0678138383,16.755232615,948.6431616071428,14141.0416857143,0.0685994911,0.0
TDF,Công ty Cổ phần Trung Đô,2300,Xây dựng và Vật liệu,UPCOM,530,433,2.1,2024,297000000000,30000000,0.3908592519,21.8254067806,453.5997931,25328.8106930333,0.0177586887,0.0
UPH,Công ty Cổ phần Dược phẩm TW25,4500,Y tế,UPCOM,472,128,-1,2024,131231401311,13294641,0.8458241747,42.7420208315,230.94368979199965,11670.2741482075,0.0199868145,0.0
TVB,Công ty Cổ phần Chứng khoán Trí Việt,8700,Dịch vụ tài chính,HOSE,8074,26,3.0,2024,828396970410,112097019,0.7211652399,6.5669085093,1125.3392657390827,10247.3047665433,0.1182734702,0.0
TS4,Công ty Cổ phần Thủy sản số 4,3500,Thực phẩm và đồ uống,UPCOM,1737,4,-1,2024,19392775200,16160646,0.0,-4.509190913,-266.1231301025961,0.0,0.0083299611,0.0
TSC,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,1300,Hóa chất,HOSE,9203,713,2.3,2024,557110757750,196858925,0.2765231466,540.7140177272,5.233820295422217,10234.2246375012,0.0005129625,0
USC,Công ty Cổ phần Khảo sát và Xây dựng - USCO,2300,Xây dựng và Vật liệu,UPCOM,322,153,-1,2024,52250000000,5500000,0.9053215488,71.1084525487,133.59874472727273,10493.5091987273,0.0127344634,0.0
TST,Công ty Cổ phần Dịch vụ Kỹ thuật Viễn thông,9500,Công nghệ Thông tin,UPCOM,0,113,-1,2023,27360000000,4800000,0.5045947373,-4.7766418785,-1137.1849810416666,11296.193913125,-0.1002114849,0.0
USD,Công ty Cổ phần Công trình Đô thị Sóc Trăng,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,0,357,-1,2024,100800000000,5600000,1.2441087287,7.4024913497,3597.425226607143,14468.1888208929,0.2498311266,0.1051111111
UXC,Công ty Cổ phần Chế biến Thủy sản Út Xi,3500,Thực phẩm và đồ uống,UPCOM,376,229,-1,2024,226560000000.0,35400000.0,0,-5.9937898845,-1067.7718310734463,0,0.5416752213,0
TTG,Công ty Cổ phần May Thanh Trì,3700,Hàng cá nhân & Gia dụng,UPCOM,0,188,-1,2024,36040000000,3400000,1.6208779546,16.6839193855,635.3423170588235,6539.6657223529,0.1542700753,0.0
V12,Công ty Cổ phần Xây dựng số 12,2300,Xây dựng và Vật liệu,HNX,489,110,-1,2024,144286400000,11636000,0.8903053144,20.3527200709,779.0959148332761,13927.8063373152,0.0561838727,0.0
VAB,Ngân hàng Thương mại Cổ phần Việt Á,8300,Ngân hàng,UPCOM,7267,1597,3.9,2024,6547015521375,539960043,0.7392180061,7.6274014473,1605.7204845044432,16402.46841819,0.1028879406,0
